FECHA,EMISOR,VALOR,VALOR NOMINAL,PRECIO,ACCIONES,VALOR EFECTIVO,PROCEDENCIA
2020-07-22,BANCO GUAYAQUIL S.A.,ACCIONES,1500.0,0.87,1500.0,1305.0,BVQ
2020-07-22,CORPORACION FAVORITA C.A.,ACCIONES,2174.0,2.3,2174.0,5000.2,BVQ
2020-07-23,BANCO BOLIVARIANO C.A.,ACCIONES,2529.0,0.85,2529.0,2149.65,BVG
2020-07-23,SAN CARLOS SOC. AGR. IND.,ACCIONES,20000.0,0.6,20000.0,12000.0,BVG
2020-07-23,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,141.0,0.72,141.0,101.52,BVG
2020-07-23,CORPORACION FAVORITA C.A.,ACCIONES,496.0,2.31,496.0,1145.76,BVQ
2020-07-23,BRIKAPITAL SA,ACCIONES,6000.0,1000.0,6.0,6000.0,BVG
2020-07-24,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1480.0,0.7,1480.0,1036.0,BVQ
2020-07-24,INDUSTRIAS ALES,ACCIONES,391000.0,0.43,391000.0,168130.0,BVQ
2020-07-24,CORPORACION FAVORITA C.A.,ACCIONES,1043.0,2.35,1043.0,2451.05,BVQ
2020-07-27,BANCO GUAYAQUIL S.A.,ACCIONES,11624.0,0.85,11624.0,9880.4,BVQ
2020-07-27,CORPORACION FAVORITA C.A.,ACCIONES,3344.0,2.34,3344.0,7824.96,BVQ
2020-07-28,BANCO GUAYAQUIL S.A.,ACCIONES,5878.0,0.86,5878.0,5055.08,BVG
2020-07-28,BRIKAPITAL SA,ACCIONES,3000.0,1000.0,3.0,3000.0,BVG
2020-07-28,CORPORACION FAVORITA C.A.,ACCIONES,3463.0,2.3,3463.0,7964.9,BVG
2020-07-29,CORPORACION FAVORITA C.A.,ACCIONES,1700.0,2.35,1700.0,3995.0,BVQ
2020-07-29,CERVECERIA NACIONAL CN S A,ACCIONES,50.0,91.0,50.0,4550.0,BVG
2020-07-30,INDUSTRIAS ALES,ACCIONES,46359.0,0.43,46359.0,19934.37,BVQ
2020-07-30,SAN CARLOS SOC. AGR. IND.,ACCIONES,55758.0,0.6,55758.0,33454.8,BVG
2020-07-30,BANCO GUAYAQUIL S.A.,ACCIONES,300.0,0.84,300.0,252.0,BVG
2020-07-30,CORPORACION FAVORITA C.A.,ACCIONES,4214.0,2.33,4214.0,9818.62,BVG
2020-07-31,CORPORACION FAVORITA C.A.,ACCIONES,3112.0,2.32,3112.0,7219.84,BVG
2020-08-03,BANCO PICHINCHA C.A.,ACCIONES,3000.0,89.0,30.0,2670.0,BVG
2020-08-03,BOLSA DE VALORES DE QUITO,ACCIONES,6000.0,1.05,6000.0,6300.0,BVQ
2020-08-03,CORPORACION FAVORITA C.A.,ACCIONES,974.0,2.35,974.0,2288.9,BVG
2020-08-04,HOLCIM ECUADOR S.A.,ACCIONES,321.0,55.0,107.0,5885.0,BVG
2020-08-04,SAN CARLOS SOC. AGR. IND.,ACCIONES,3965.0,0.6,3965.0,2379.0,BVG
2020-08-04,CORPORACION FAVORITA C.A.,ACCIONES,42737.0,2.31,42737.0,98722.47,BVG
2020-08-04,INVERSANCARLOS,ACCIONES,1500.0,1.2,1500.0,1800.0,BVG
2020-08-05,BANCO GUAYAQUIL S.A.,ACCIONES,12000.0,0.84,12000.0,10080.0,BVQ
2020-08-05,CORPORACION FAVORITA C.A.,ACCIONES,6000.0,2.32,6000.0,13920.0,BVQ
2020-08-06,CORPORACION FAVORITA C.A.,ACCIONES,2000.0,2.3,2000.0,4600.0,BVQ
2020-08-07,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,2500.0,0.7,2500.0,1750.0,BVQ
2020-08-07,CORPORACION FAVORITA C.A.,ACCIONES,1500.0,2.3,1500.0,3450.0,BVQ
2020-08-11,CERVECERIA NACIONAL CN S A,ACCIONES,60.0,92.0,60.0,5520.0,BVG
2020-08-11,BANCO BOLIVARIANO C.A.,ACCIONES,16490.0,0.85,16490.0,14016.5,BVQ
2020-08-11,BANCO GUAYAQUIL S.A.,ACCIONES,5100.0,0.85,5100.0,4335.0,BVG
2020-08-11,CORPORACION FAVORITA C.A.,ACCIONES,3412.0,2.3,3412.0,7847.6,BVQ
2020-08-12,CORPORACION FAVORITA C.A.,ACCIONES,822.0,2.3,822.0,1890.6,BVG
2020-08-12,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,6382.0,0.7,6382.0,4467.4,BVQ
2020-08-12,BANCO PICHINCHA C.A.,ACCIONES,30000.0,92.0,300.0,27600.0,BVG
2020-08-13,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,5000.0,0.7,5000.0,3500.0,BVG
2020-08-13,CORPORACION FAVORITA C.A.,ACCIONES,85.0,2.29,85.0,194.65,BVG
2020-08-14,SAN CARLOS SOC. AGR. IND.,ACCIONES,10200.0,0.6,10200.0,6120.0,BVG
2020-08-14,CORPORACION FAVORITA C.A.,ACCIONES,17322.0,2.28,17322.0,39494.16,BVQ
2020-08-14,BANCO GUAYAQUIL S.A.,ACCIONES,3000.0,0.85,3000.0,2550.0,BVG
2020-08-17,CORPORACION FAVORITA C.A.,ACCIONES,20000.0,2.27,20000.0,45400.0,BVQ
2020-08-18,BANCO GUAYAQUIL S.A.,ACCIONES,10000.0,0.85,10000.0,8500.0,BVQ
2020-08-18,SAN CARLOS SOC. AGR. IND.,ACCIONES,11222.0,0.6,11222.0,6733.2,BVG
2020-08-18,INVERSANCARLOS,ACCIONES,4067.0,1.2,4067.0,4880.4,BVG
2020-08-18,BANCO PICHINCHA C.A.,ACCIONES,21800.0,85.0,218.0,18530.0,BVG
2020-08-18,CORPORACION FAVORITA C.A.,ACCIONES,5733.0,2.26,5733.0,12956.58,BVG
2020-08-19,CORPORACION FAVORITA C.A.,ACCIONES,3478.0,2.25,3478.0,7825.5,BVG
2020-08-20,CORPORACION FAVORITA C.A.,ACCIONES,602.0,2.25,602.0,1354.5,BVQ
2020-08-20,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,13993.0,0.7,13993.0,9795.1,BVQ
2020-08-21,BANCO GUAYAQUIL S.A.,ACCIONES,3378.0,0.87,3378.0,2938.86,BVG
2020-08-21,CORPORACION FAVORITA C.A.,ACCIONES,293.0,2.25,293.0,659.25,BVG
2020-08-24,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,3000.0,0.7,3000.0,2100.0,BVG
2020-08-24,CORPORACION FAVORITA C.A.,ACCIONES,2071.0,2.24,2071.0,4639.04,BVG
2020-08-25,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,7180.0,0.7,7180.0,5026.0,BVG
2020-08-25,BOLSA DE VALORES DE QUITO,ACCIONES,5000.0,1.05,5000.0,5250.0,BVG
2020-08-25,BANCO GUAYAQUIL S.A.,ACCIONES,2426.0,0.84,2426.0,2037.84,BVG
2020-08-25,CORPORACION FAVORITA C.A.,ACCIONES,1396.0,2.25,1396.0,3141.0,BVG
2020-08-26,BRIKAPITAL SA,ACCIONES,1000.0,1000.0,1.0,1000.0,BVG
2020-08-26,BOLSA DE VALORES DE GUAYAQUIL,ACCIONES,40260.0,1.15,40260.0,46299.0,BVG
2020-08-26,CONCLINA C A  CIA CONJU CLINICO NACIONAL,ACCIONES,1500.0,1.0,1500.0,1500.0,BVQ
2020-08-26,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,4327.0,0.7,4327.0,3028.9,BVG
2020-08-26,INVERSANCARLOS,ACCIONES,4130.0,1.2,4130.0,4956.0,BVG
2020-08-26,CORPORACION FAVORITA C.A.,ACCIONES,1075.0,2.23,1075.0,2397.25,BVG
2020-08-27,BANCO GUAYAQUIL S.A.,ACCIONES,10928.0,0.84,10928.0,9179.52,BVQ
2020-08-27,SAN CARLOS SOC. AGR. IND.,ACCIONES,488.0,0.6,488.0,292.8,BVG
2020-08-27,BOLSA DE VALORES DE QUITO,ACCIONES,5000.0,1.05,5000.0,5250.0,BVQ
2020-08-27,CORPORACION FAVORITA C.A.,ACCIONES,92.0,2.2,92.0,202.4,BVG
2020-08-27,INVERSANCARLOS,ACCIONES,90.0,1.2,90.0,108.0,BVG
2020-08-28,BOLSA DE VALORES DE QUITO,ACCIONES,6500.0,1.07,6500.0,6955.0,BVQ
2020-08-28,BANCO PICHINCHA C.A.,ACCIONES,1600.0,90.0,16.0,1440.0,BVG
2020-08-28,CORPORACION FAVORITA C.A.,ACCIONES,650.0,2.23,650.0,1449.5,BVQ
2020-08-31,CORPORACION FAVORITA C.A.,ACCIONES,1320.0,2.23,1320.0,2943.6,BVG
2020-09-01,CORPORACION FAVORITA C.A.,ACCIONES,59730.0,2.23,59730.0,133197.9,BVQ
2020-09-01,BOLSA DE VALORES DE QUITO,ACCIONES,15000.0,1.07,15000.0,16050.0,BVQ
2020-09-01,BRIKAPITAL SA,ACCIONES,1000.0,1000.0,1.0,1000.0,BVG
2020-09-02,BOLSA DE VALORES DE GUAYAQUIL,ACCIONES,5000.0,1.15,5000.0,5750.0,BVG
2020-09-02,HOLCIM ECUADOR S.A.,ACCIONES,36.0,55.0,12.0,660.0,BVQ
2020-09-02,CORPORACION FAVORITA C.A.,ACCIONES,126.0,2.2,126.0,277.2,BVQ
2020-09-03,BOLSA DE VALORES DE QUITO,ACCIONES,750.0,1.05,750.0,787.5,BVQ
2020-09-03,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,5528.0,0.7,5528.0,3869.6,BVQ
2020-09-03,HOLCIM ECUADOR S.A.,ACCIONES,279.0,55.0,93.0,5115.0,BVG
2020-09-03,CORPORACION FAVORITA C.A.,ACCIONES,251.0,2.21,251.0,554.71,BVG
2020-09-04,BOLSA DE VALORES DE QUITO,ACCIONES,4739.0,1.05,4739.0,4975.95,BVQ
2020-09-04,CORPORACION FAVORITA C.A.,ACCIONES,643.0,2.2,643.0,1414.6,BVG
2020-09-07,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,9484.0,0.68,9484.0,6449.12,BVQ
2020-09-07,BOLSA DE VALORES DE GUAYAQUIL,ACCIONES,4650.0,1.12,4650.0,5208.0,BVQ
2020-09-07,CORPORACION FAVORITA C.A.,ACCIONES,3200.0,2.15,3200.0,6880.0,BVG
2020-09-08,CERVECERIA NACIONAL CN S A,ACCIONES,77.0,91.0,77.0,7007.0,BVQ
2020-09-08,CORPORACION FAVORITA C.A.,ACCIONES,125.0,2.2,125.0,275.0,BVG
2020-09-08,BANCO BOLIVARIANO C.A.,ACCIONES,48123.0,0.87,48123.0,41867.01,BVG
2020-09-08,BANCO GUAYAQUIL S.A.,ACCIONES,1009.0,0.85,1009.0,857.65,BVQ
2020-09-09,CONCLINA C A  CIA CONJU CLINICO NACIONAL,ACCIONES,10000.0,1.0,10000.0,10000.0,BVQ
2020-09-09,CORPORACION FAVORITA C.A.,ACCIONES,2000.0,2.15,2000.0,4300.0,BVG
2020-09-09,BOLSA DE VALORES DE GUAYAQUIL,ACCIONES,3027.0,1.12,3027.0,3390.24,BVG
2020-09-09,SAN CARLOS SOC. AGR. IND.,ACCIONES,2274.0,0.6,2274.0,1364.4,BVG
2020-09-09,BANCO PICHINCHA C.A.,ACCIONES,2000.0,87.0,20.0,1740.0,BVG
2020-09-10,HOLCIM ECUADOR S.A.,ACCIONES,156.0,55.0,52.0,2860.0,BVG
2020-09-10,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,6824.0,0.71,6824.0,4845.04,BVG
2020-09-10,CORPORACION FAVORITA C.A.,ACCIONES,2650.0,2.19,2650.0,5803.5,BVG
2020-09-10,BANCO PICHINCHA C.A.,ACCIONES,2000.0,88.0,20.0,1760.0,BVG
2020-09-10,BANCO GUAYAQUIL S.A.,ACCIONES,1160.0,0.85,1160.0,986.0,BVG
2020-09-11,CERVECERIA NACIONAL CN S A,ACCIONES,140.0,91.0,140.0,12740.0,BVG
2020-09-11,HOLCIM ECUADOR S.A.,ACCIONES,252.0,55.0,84.0,4620.0,BVG
2020-09-11,CORPORACION FAVORITA C.A.,ACCIONES,126.0,2.17,126.0,273.42,BVG
2020-09-14,HOLCIM ECUADOR S.A.,ACCIONES,300.0,55.0,100.0,5500.0,BVG
2020-09-14,CORPORACION FAVORITA C.A.,ACCIONES,126.0,2.18,126.0,274.68,BVG
2020-09-15,SAN CARLOS SOC. AGR. IND.,ACCIONES,30000.0,0.6,30000.0,18000.0,BVG
2020-09-15,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,2000.0,0.74,2000.0,1480.0,BVQ
2020-09-15,HOLCIM ECUADOR S.A.,ACCIONES,300.0,56.0,100.0,5600.0,BVQ
2020-09-15,BOLSA DE VALORES DE QUITO,ACCIONES,2000.0,1.07,2000.0,2140.0,BVQ
2020-09-15,CORPORACION FAVORITA C.A.,ACCIONES,465.0,2.16,465.0,1004.4,BVG
2020-09-16,SAN CARLOS SOC. AGR. IND.,ACCIONES,5000.0,0.6,5000.0,3000.0,BVG
2020-09-16,BOLSA DE VALORES DE QUITO,ACCIONES,14000.0,1.07,14000.0,14980.0,BVQ
2020-09-16,BANCO GUAYAQUIL S.A.,ACCIONES,2247.0,0.89,2247.0,1999.83,BVQ
2020-09-16,BOLSA DE VALORES DE GUAYAQUIL,ACCIONES,1000.0,1.15,1000.0,1150.0,BVG
2020-09-16,CORPORACION FAVORITA C.A.,ACCIONES,29073.0,2.13,29073.0,61925.49,BVG
2020-09-17,SAN CARLOS SOC. AGR. IND.,ACCIONES,24500.0,0.6,24500.0,14700.0,BVG
2020-09-17,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,6400.0,0.7,6400.0,4480.0,BVQ
2020-09-17,CORPORACION FAVORITA C.A.,ACCIONES,2104.0,2.05,2104.0,4313.2,BVQ
2020-09-18,BANCO BOLIVARIANO C.A.,ACCIONES,60000.0,0.85,60000.0,51000.0,BVG
2020-09-18,CORPORACION FAVORITA C.A.,ACCIONES,5078.0,2.11,5078.0,10714.58,BVQ
2020-09-18,SAN CARLOS SOC. AGR. IND.,ACCIONES,189.0,0.6,189.0,113.4,BVG
2020-09-21,CORPORACION FAVORITA C.A.,ACCIONES,2000.0,2.13,2000.0,4260.0,BVQ
2020-09-22,BRIKAPITAL SA,ACCIONES,3000.0,1000.0,3.0,3000.0,BVG
2020-09-22,CORPORACION FAVORITA C.A.,ACCIONES,779.0,2.13,779.0,1659.27,BVG
2020-09-22,BOLSA DE VALORES DE GUAYAQUIL,ACCIONES,10000.0,1.15,10000.0,11500.0,BVQ
2020-09-23,BANCO GUAYAQUIL S.A.,ACCIONES,2907.0,0.85,2907.0,2470.95,BVG
2020-09-23,CORPORACION FAVORITA C.A.,ACCIONES,500.0,2.11,500.0,1055.0,BVQ
2020-09-24,CERVECERIA NACIONAL CN S A,ACCIONES,33.0,90.39,33.0,2982.87,BVG
2020-09-24,BANCO PICHINCHA C.A.,ACCIONES,2500.0,85.0,25.0,2125.0,BVG
2020-09-24,CORPORACION FAVORITA C.A.,ACCIONES,1000.0,2.12,1000.0,2120.0,BVG
2020-09-25,BANCO GUAYAQUIL S.A.,ACCIONES,1050.0,0.85,1050.0,892.5,BVG
2020-09-25,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1279.0,0.7,1279.0,895.3,BVQ
2020-09-25,CORPORACION FAVORITA C.A.,ACCIONES,295.0,2.13,295.0,628.35,BVG
2020-09-28,CORPORACION FAVORITA C.A.,ACCIONES,4671.0,2.12,4671.0,9902.52,BVQ
2020-09-29,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,8000.0,0.7,8000.0,5600.0,BVQ
2020-09-29,CORPORACION FAVORITA C.A.,ACCIONES,250.0,2.13,250.0,532.5,BVG
2020-09-30,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,22000.0,0.68,22000.0,14960.0,BVQ
2020-09-30,INVERSANCARLOS,ACCIONES,8135.0,1.2,8135.0,9762.0,BVG
2020-09-30,BANCO PICHINCHA C.A.,ACCIONES,60800.0,87.0,608.0,52896.0,BVQ
2020-09-30,CORPORACION FAVORITA C.A.,ACCIONES,2000.0,2.12,2000.0,4240.0,BVQ
2020-09-30,SAN CARLOS SOC. AGR. IND.,ACCIONES,22435.0,0.6,22435.0,13461.0,BVG
2020-10-01,BOLSA DE VALORES DE GUAYAQUIL,ACCIONES,4000.0,1.12,4000.0,4480.0,BVG
2020-10-01,CONCLINA C A  CIA CONJU CLINICO NACIONAL,ACCIONES,1000.0,1.0,1000.0,1000.0,BVQ
2020-10-01,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,2755.0,0.68,2755.0,1873.4,BVQ
2020-10-01,CORPORACION FAVORITA C.A.,ACCIONES,3701.0,2.11,3701.0,7809.11,BVG
2020-10-02,BOLSA DE VALORES DE QUITO,ACCIONES,3804.0,1.06,3804.0,4032.24,BVQ
2020-10-02,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,14500.0,0.69,14500.0,10005.0,BVQ
2020-10-02,BANCO GUAYAQUIL S.A.,ACCIONES,3500.0,0.85,3500.0,2975.0,BVQ
2020-10-02,BRIKAPITAL SA,ACCIONES,1000.0,955.0,1.0,955.0,BVG
2020-10-02,CORPORACION FAVORITA C.A.,ACCIONES,465.0,2.14,465.0,995.1,BVQ
2020-10-05,BOLSA DE VALORES DE QUITO,ACCIONES,4000.0,1.06,4000.0,4240.0,BVG
2020-10-05,CORPORACION FAVORITA C.A.,ACCIONES,2994.0,2.13,2994.0,6377.22,BVG
2020-10-05,BANCO BOLIVARIANO C.A.,ACCIONES,27735.0,0.9,27735.0,24961.5,BVG
2020-10-06,BOLSA DE VALORES DE QUITO,ACCIONES,6176.0,1.06,6176.0,6546.56,BVQ
2020-10-06,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,3500.0,0.7,3500.0,2450.0,BVQ
2020-10-06,BRIKAPITAL SA,ACCIONES,1000.0,954.0,1.0,954.0,BVG
2020-10-06,CORPORACION FAVORITA C.A.,ACCIONES,1311.0,2.16,1311.0,2831.76,BVQ
2020-10-07,SAN CARLOS SOC. AGR. IND.,ACCIONES,84471.0,0.57,84471.0,48148.47,BVG
2020-10-07,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,4415.0,0.68,4415.0,3002.2,BVQ
2020-10-07,CORPORACION FAVORITA C.A.,ACCIONES,835.0,2.19,835.0,1828.65,BVQ
2020-10-08,BANCO GUAYAQUIL S.A.,ACCIONES,28737.0,0.84,28737.0,24139.08,BVQ
2020-10-08,INVERSANCARLOS,ACCIONES,15854.0,1.25,15854.0,19817.5,BVG
2020-10-08,CORPORACION FAVORITA C.A.,ACCIONES,2000.0,2.16,2000.0,4320.0,BVQ
2020-10-08,SAN CARLOS SOC. AGR. IND.,ACCIONES,22000.0,0.6,22000.0,13200.0,BVG
2020-10-08,BOLSA DE VALORES DE QUITO,ACCIONES,300.0,1.07,300.0,321.0,BVQ
2020-10-12,BANCO PICHINCHA C.A.,ACCIONES,1000.0,89.0,10.0,890.0,BVG
2020-10-12,BANCO GUAYAQUIL S.A.,ACCIONES,543.0,0.85,543.0,461.55,BVQ
2020-10-12,CORPORACION FAVORITA C.A.,ACCIONES,999.0,2.17,999.0,2167.83,BVQ
2020-10-13,BOLSA DE VALORES DE QUITO,ACCIONES,9420.0,1.06,9420.0,9985.2,BVQ
2020-10-13,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,1050.0,0.68,1050.0,714.0,BVG
2020-10-13,CONCLINA C A  CIA CONJU CLINICO NACIONAL,ACCIONES,5000.0,1.0,5000.0,5000.0,BVQ
2020-10-13,CORPORACION FAVORITA C.A.,ACCIONES,600.0,2.18,600.0,1308.0,BVQ
2020-10-14,CERVECERIA NACIONAL CN S A,ACCIONES,11.0,90.0,11.0,990.0,BVQ
2020-10-14,CORPORACION FAVORITA C.A.,ACCIONES,12000.0,2.18,12000.0,26160.0,BVQ
2020-10-14,BANCO GUAYAQUIL S.A.,ACCIONES,5960.0,0.83,5960.0,4946.8,BVG
2020-10-15,BANCO GUAYAQUIL S.A.,ACCIONES,112.0,0.89,112.0,99.68,BVG
2020-10-15,HOLCIM ECUADOR S.A.,ACCIONES,2556.0,55.0,852.0,46860.0,BVG
2020-10-15,SAN CARLOS SOC. AGR. IND.,ACCIONES,8000.0,0.6,8000.0,4800.0,BVG
2020-10-15,INVERSANCARLOS,ACCIONES,3741.0,1.2,3741.0,4489.2,BVG
2020-10-15,CORPORACION FAVORITA C.A.,ACCIONES,2000.0,2.2,2000.0,4400.0,BVG
2020-10-16,INDUSTRIAS ALES,ACCIONES,633.0,0.43,633.0,272.19,BVQ
2020-10-16,CORPORACION FAVORITA C.A.,ACCIONES,1650.0,2.21,1650.0,3646.5,BVG
2020-10-16,BANCO GUAYAQUIL S.A.,ACCIONES,1622.0,0.85,1622.0,1378.7,BVG
2020-10-16,BANCO PICHINCHA C.A.,ACCIONES,1100.0,83.5,11.0,918.5,BVG
2020-10-19,BANCO BOLIVARIANO C.A.,ACCIONES,24000.0,0.87,24000.0,20880.0,BVG
2020-10-19,BANCO GUAYAQUIL S.A.,ACCIONES,10000.0,0.85,10000.0,8500.0,BVQ
2020-10-19,BOLSA DE VALORES DE GUAYAQUIL,ACCIONES,15000.0,1.0,15000.0,15000.0,BVG
2020-10-20,SAN CARLOS SOC. AGR. IND.,ACCIONES,10000.0,0.6,10000.0,6000.0,BVG
2020-10-20,BOLSA DE VALORES DE QUITO,ACCIONES,784.0,1.07,784.0,838.88,BVQ
2020-10-20,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,2000.0,0.68,2000.0,1360.0,BVG
2020-10-20,CORPORACION FAVORITA C.A.,ACCIONES,624.0,2.23,624.0,1391.52,BVG
2020-10-21,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,5000.0,0.68,5000.0,3400.0,BVG
2020-10-21,BANCO GUAYAQUIL S.A.,ACCIONES,5000.0,0.85,5000.0,4250.0,BVG
2020-10-21,CORPORACION FAVORITA C.A.,ACCIONES,48090.0,2.23,48090.0,107240.7,BVQ
2020-10-21,CONCLINA C A  CIA CONJU CLINICO NACIONAL,ACCIONES,1091.0,1.0,1091.0,1091.0,BVQ
2020-10-22,CORPORACION FAVORITA C.A.,ACCIONES,670.0,2.25,670.0,1507.5,BVQ
2020-10-22,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,6000.0,0.65,6000.0,3900.0,BVQ
2020-10-23,BANCO PICHINCHA C.A.,ACCIONES,4100.0,81.5,41.0,3341.5,BVG
2020-10-23,CORPORACION FAVORITA C.A.,ACCIONES,2500.0,2.25,2500.0,5625.0,BVG
2020-10-26,BOLSA DE VALORES DE QUITO,ACCIONES,1342.0,1.07,1342.0,1435.94,BVG
2020-10-26,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,25000.0,0.67,25000.0,16750.0,BVQ
2020-10-26,HOLCIM ECUADOR S.A.,ACCIONES,30.0,55.0,10.0,550.0,BVQ
2020-10-26,BANCO GUAYAQUIL S.A.,ACCIONES,5000.0,0.85,5000.0,4250.0,BVG
2020-10-26,CORPORACION FAVORITA C.A.,ACCIONES,13500.0,2.25,13500.0,30375.0,BVG
2020-10-27,BOLSA DE VALORES DE QUITO,ACCIONES,658.0,1.07,658.0,704.06,BVG
2020-10-27,CORPORACION FAVORITA C.A.,ACCIONES,4465.0,2.24,4465.0,10001.6,BVQ
2020-10-28,BANCO PICHINCHA C.A.,ACCIONES,6000.0,83.0,60.0,4980.0,BVG
2020-10-28,CONCLINA C A  CIA CONJU CLINICO NACIONAL,ACCIONES,6601.0,1.0,6601.0,6601.0,BVQ
2020-10-28,BOLSA DE VALORES DE GUAYAQUIL,ACCIONES,5000.0,1.12,5000.0,5600.0,BVG
2020-10-28,CORPORACION FAVORITA C.A.,ACCIONES,5000.0,2.24,5000.0,11200.0,BVQ
2020-10-29,BOLSA DE VALORES DE QUITO,ACCIONES,5000.0,1.05,5000.0,5250.0,BVQ
2020-10-29,BANCO PICHINCHA C.A.,ACCIONES,12700.0,82.0,127.0,10414.0,BVG
2020-10-29,INDUSTRIAS ALES,ACCIONES,5606.0,0.43,5606.0,2410.58,BVQ
2020-10-29,CORPORACION FAVORITA C.A.,ACCIONES,463.0,2.25,463.0,1041.75,BVQ
2020-10-30,BANCO PICHINCHA C.A.,ACCIONES,11200.0,83.0,112.0,9296.0,BVG
2020-10-30,CORPORACION FAVORITA C.A.,ACCIONES,20000.0,2.25,20000.0,45000.0,BVQ
2020-10-30,CERVECERIA NACIONAL CN S A,ACCIONES,90.0,85.0,90.0,7650.0,BVG
2020-11-04,BOLSA DE VALORES DE QUITO,ACCIONES,5000.0,1.05,5000.0,5250.0,BVQ
2020-11-04,BANCO GUAYAQUIL S.A.,ACCIONES,2907.0,0.85,2907.0,2470.95,BVG
2020-11-04,CORPORACION FAVORITA C.A.,ACCIONES,100.0,2.25,100.0,225.0,BVG
2020-11-04,CERVECERIA NACIONAL CN S A,ACCIONES,5.0,87.95,5.0,439.75,BVQ
2020-11-05,CORPORACION FAVORITA C.A.,ACCIONES,2000.0,2.26,2000.0,4520.0,BVQ
2020-11-06,INDUSTRIAS ALES,ACCIONES,21000.0,0.43,21000.0,9030.0,BVQ
2020-11-06,CERVECERIA NACIONAL CN S A,ACCIONES,39.0,87.95,39.0,3430.05,BVQ
2020-11-06,BANCO GUAYAQUIL S.A.,ACCIONES,2280.0,0.85,2280.0,1938.0,BVG
2020-11-06,CORPORACION FAVORITA C.A.,ACCIONES,145.0,2.26,145.0,327.7,BVG
2020-11-09,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,4300.0,0.68,4300.0,2924.0,BVQ
2020-11-09,BANCO GUAYAQUIL S.A.,ACCIONES,953.0,0.85,953.0,810.05,BVG
2020-11-09,CORPORACION FAVORITA C.A.,ACCIONES,995.0,2.25,995.0,2238.75,BVQ
2020-11-10,BANCO GUAYAQUIL S.A.,ACCIONES,3500.0,0.85,3500.0,2975.0,BVG
2020-11-10,BANCO DE LA PRODUCCION S.A . PRODUBANCO,ACCIONES,5000.0,0.7,5000.0,3500.0,BVQ
2020-11-10,HOLCIM ECUADOR S.A.,ACCIONES,129.0,56.0,43.0,2408.0,BVQ
2020-11-10,CORPORACION FAVORITA C.A.,ACCIONES,2852.0,2.26,2852.0,6445.52,BVQ
2020-11-11,INVERSANCARLOS,ACCIONES,5000.0,1.2,5000.0,6000.0,BVG
2020-11-11,SAN CARLOS SOC. AGR. IND.,ACCIONES,168571.0,0.6,168571.0,101142.6,BVG
2020-11-11,BANCO GUAYAQUIL S.A.,ACCIONES,1000.0,0.85,1000.0,850.0,BVQ
2020-11-11,BOLSA DE VALORES DE QUITO,ACCIONES,5900.0,1.07,5900.0,6313.0,BVQ
2020-11-11,CORPORACION FAVORITA C.A.,ACCIONES,2000.0,2.28,2000.0,4560.0,BVQ
2020-11-12,BRIKAPITAL SA,ACCIONES,2000.0,949.0,2.0,1898.0,BVG
2020-11-12,CERVECERIA NACIONAL CN S A,ACCIONES,35.0,85.8,35.0,3003.0,BVQ
2020-11-12,BANCO GUAYAQUIL S.A.,ACCIONES,11370.0,0.85,11370.0,9664.5,BVQ
2020-11-12,BANCO PICHINCHA C.A.,ACCIONES,3900.0,82.0,39.0,3198.0,BVG
2020-11-12,CORPORACION FAVORITA C.A.,ACCIONES,2000.0,2.3,2000.0,4600.0,BVQ
2020-11-13,CORPORACION FAVORITA C.A.,ACCIONES,45590.0,2.3,45590.0,104857.0,BVQ
